effect_id,key,source_sheet,source_row,extraction_type,design,response_class,response_var,survival_scale,link,baseline_survival,beta_is_derived,treatment,control,species,sign,treatment_control_flag,response_flag,response_dir,notes,bmp,paper,region,species_group,analysis_class,species_include,xbar_e,xbar_c,n_e,n_c,sd_e,sd_c,se_e,se_c,lcl_e,lcl_c,ucl_e,ucl_c,df_e,df_c
md_1016,WGSP9SQJ,mean_diff,1092,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,american_robin,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,0.5,0.5,104,104,,,0.71,0.79,,,,,,
md_1017,WGSP9SQJ,mean_diff,1093,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,bank_swallow,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,0.17,0,16,16,,,0.51,0,,,,,,
md_1018,WGSP9SQJ,mean_diff,1094,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,black_billed_magpie,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,0.11,0,16,16,,,0.32,0,,,,,,
md_1019,WGSP9SQJ,mean_diff,1095,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,black_capped_chickadee,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,woodland,FALSE,0.17,0,16,16,,,0.51,0,,,,,,
md_1020,WGSP9SQJ,mean_diff,1096,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,brown_headed_cowbird,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,0.67,0.17,72,72,,,1.08,0.51,,,,,,
md_1021,WGSP9SQJ,mean_diff,1097,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,brewers_sparrow,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,0.33,0.56,72,72,,,0.77,1.42,,,,,,
md_1022,WGSP9SQJ,mean_diff,1098,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,bullocks_oriole,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,0.5,0.06,48,48,,,1.04,0.24,,,,,,
md_1023,WGSP9SQJ,mean_diff,1099,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,calliope_hummingbird,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,shrub,FALSE,0.22,0.11,48,48,,,0.43,0.32,,,,,,
md_1024,WGSP9SQJ,mean_diff,1100,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,california_quail,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,0.67,0.17,96,96,,,0.77,0.38,,,,,,
md_1025,WGSP9SQJ,mean_diff,1101,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,clay_colored_sparrow,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,0.06,0.06,16,16,,,0.24,0.24,,,,,,
md_1026,WGSP9SQJ,mean_diff,1102,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,cedar_waxwing,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,shrub,FALSE,0.33,0,32,32,,,0.69,0,,,,,,
md_1027,WGSP9SQJ,mean_diff,1103,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,chipping_sparrow,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,1.22,0.94,200,200,,,0.73,1.16,,,,,,
md_1028,WGSP9SQJ,mean_diff,1104,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,dusky_flycatcher,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,forest,FALSE,0.06,0,8,8,,,0.24,0,,,,,,
md_1029,WGSP9SQJ,mean_diff,1105,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,eastern_kingbird,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,0,0.11,8,8,,,0,0.47,,,,,,
md_1030,WGSP9SQJ,mean_diff,1106,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,gray_partridge,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,0.06,0,8,8,,,0.24,0,,,,,,
md_1031,WGSP9SQJ,mean_diff,1107,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,grasshopper_sparrow,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,obligate,TRUE,0,0.06,8,8,,,0,0.24,,,,,,
md_1032,WGSP9SQJ,mean_diff,1108,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,house_finch,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,1.17,0,32,32,,,2.98,0,,,,,,
md_1033,WGSP9SQJ,mean_diff,1109,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,house_wren,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,0.11,0,16,16,,,0.32,0,,,,,,
md_1034,WGSP9SQJ,mean_diff,1110,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,lark_sparrow,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,0.61,0.22,112,112,,,0.61,0.43,,,,,,
md_1035,WGSP9SQJ,mean_diff,1111,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,lazuli_bunting,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,0.89,0.39,112,112,,,0.96,0.78,,,,,,
md_1036,WGSP9SQJ,mean_diff,1112,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,lewiss_woodpecker,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,woodland,FALSE,0,0.06,8,8,,,0,0.24,,,,,,
md_1037,WGSP9SQJ,mean_diff,1113,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,mountain_bluebird,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,0,0.22,24,24,,,0,0.55,,,,,,
md_1038,WGSP9SQJ,mean_diff,1114,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,mourning_dove,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,0.06,0,8,8,,,0.24,0,,,,,,
md_1039,WGSP9SQJ,mean_diff,1115,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,northern_flicker,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,forest,FALSE,0,0.17,24,24,,,0,0.38,,,,,,
md_1040,WGSP9SQJ,mean_diff,1116,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,red_naped_sapsucker,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,woodland,FALSE,0.11,0,8,8,,,0.47,0,,,,,,
md_1041,WGSP9SQJ,mean_diff,1117,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,ruby_crowned_kinglet,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,shrub,FALSE,0.06,0,8,8,,,0.24,0,,,,,,
md_1042,WGSP9SQJ,mean_diff,1118,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,rufous_hummingbird,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,shrub,FALSE,0.06,0,8,8,,,0.24,0,,,,,,
md_1043,WGSP9SQJ,mean_diff,1119,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,says_phoebe,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,0.28,0.11,56,56,,,0.46,0.32,,,,,,
md_1044,WGSP9SQJ,mean_diff,1120,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,savannah_sparrow,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,obligate,TRUE,0.11,0,8,8,,,0.47,0,,,,,,
md_1045,WGSP9SQJ,mean_diff,1121,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,spotted_towhee,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,shrub,FALSE,0.44,0.44,80,80,,,0.78,0.86,,,,,,
md_1046,WGSP9SQJ,mean_diff,1122,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,tree_swallow,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,shrub,FALSE,0.28,0.06,24,24,,,0.83,0.24,,,,,,
md_1047,WGSP9SQJ,mean_diff,1123,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,vesper_sparrow,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,obligate,TRUE,0.28,1.06,152,152,,,0.46,0.87,,,,,,
md_1048,WGSP9SQJ,mean_diff,1124,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,white_crowned_sparrow,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,1.11,0.83,48,48,,,3.6,2.64,,,,,,
md_1049,WGSP9SQJ,mean_diff,1125,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,western_bluebird,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,0.06,0.33,24,24,,,0.24,1.19,,,,,,
md_1050,WGSP9SQJ,mean_diff,1126,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,western_kingbird,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,0.28,0.06,48,48,,,0.46,0.24,,,,,,
md_1051,WGSP9SQJ,mean_diff,1127,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,western_meadowlark,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,obligate,TRUE,0.39,0.78,104,104,,,0.78,1.06,,,,,,
md_1052,WGSP9SQJ,mean_diff,1128,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,western_wood_pewee,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,shrub,FALSE,0.11,0,16,16,,,0.32,0,,,,,,
md_1053,WGSP9SQJ,mean_diff,1129,mean_difference,categorical,abundance,abundance,,,,,Edge,Interior,yellow_rumped_warbler,1,apples,0,,Edge is defined as plots adjacent to agriculture (orchards or vineyards),edge_and_shrub_habitat,Knight et al. 2016,other,species,facultative,TRUE,0.17,0.28,40,40,,,0.38,0.83,,,,,,
md_1054,EF9SGNSA,mean_diff,1130,mean_difference,categorical,nest_success,Brood parasitism rate,period_survival,,,,Distance to woody vegetation <= 21 m,Distance to woody vegetation > 21 m,dickcissel,-1,apples,1,,Consider whether this is an adequate proxy for nest success,edge_and_shrub_habitat,Patten et al. 2006,great_plains,species,obligate,TRUE,29.06,8.89,203,45,,,3.19,4.24,,,,,,
md_1055,EF9SGNSA,mean_diff,1131,mean_difference,categorical,nest_success,Brood parasitism rate,period_survival,,,,Burned,Unburned,eastern_meadowlark,-1,apples,1,,,prescribed_fire,Patten et al. 2006,great_plains,species,obligate,TRUE,7.54,2.99,252,234,,,1.66,1.11,,,,,,
md_1056,EF9SGNSA,mean_diff,1132,mean_difference,categorical,nest_success,Brood parasitism rate,period_survival,,,,Burned,Unburned,red_winged_blackbird,-1,apples,1,,,prescribed_fire,Patten et al. 2006,great_plains,species,facultative,TRUE,27.27,2.6,11,77,,,13.43,1.81,,,,,,
md_1057,RYCYMRRZ,mean_diff,1133,mean_difference,categorical,nest_success,Nest survival probability,period_survival,,,,Post-field border establishment,Pre-field border establishment,indigo_bunting_blue_grosbeak,1,apples,0,,,edge_and_shrub_habitat,Riddle and Moorman 2010,southeast_us,species,facultative,TRUE,0.3,0.26,290,42,,,0.08,0.11,,,,,,
md_1058,RYCYMRRZ,mean_diff,1134,mean_difference,categorical,nest_success,Proportion of brood parasitized nests,period_survival,,,,Post-field border establishment,Pre-field border establishment,indigo_bunting_blue_grosbeak,-1,apples,1,,Consider whether this is an adequate proxy for nest success,edge_and_shrub_habitat,Riddle and Moorman 2010,southeast_us,species,facultative,TRUE,0.32,0.35,290,42,,,0.08,0.11,,,,,,
md_1059,UCK86GY9,mean_diff,1135,mean_difference,categorical,nest_success,daily survival rate,daily_survival,,,,Edge nests,Interior nests,artificial_nests,1,apples,0,,,edge_and_shrub_habitat,Skagen et al. 2005,great_plains,artificial_nest,,FALSE,0.841,0.826,156,156,,,0.013,0.014,,,,,,
md_1060,NMR6JN8N,mean_diff,1136,mean_difference,categorical,nest_success,Daily percent predation rate (Dutch Creek),daily_survival,,,,Gradual edge,Abrupt edge,indigo_bunting,-1,apples,0,,,edge_and_shrub_habitat,Suarez et al. 1997,other,species,facultative,TRUE,4.2,7.7,601.5,207.5,0.8,1.8,,,,,,,,
md_1061,NMR6JN8N,mean_diff,1137,mean_difference,categorical,nest_success,Daily percent predation rate (Trail of Tears),daily_survival,,,,Gradual edge,Abrupt edge,indigo_bunting,-1,apples,0,,,edge_and_shrub_habitat,Suarez et al. 1997,other,species,facultative,TRUE,3.6,6.6,250.5,30.5,1.2,4.5,,,,,,,,
md_1062,NMR6JN8N,mean_diff,1138,mean_difference,categorical,nest_success,Daily percent predation rate (Pine Hills),daily_survival,,,,Gradual edge,Abrupt edge,indigo_bunting,-1,apples,0,,,edge_and_shrub_habitat,Suarez et al. 1997,other,species,facultative,TRUE,2.2,8.1,226,37,1,4.5,,,,,,,,
md_1063,NMR6JN8N,mean_diff,1139,mean_difference,categorical,nest_success,Daily percent predation rate (S. Ripple Hollow),daily_survival,,,,Gradual edge,Abrupt edge,indigo_bunting,-1,apples,0,,,edge_and_shrub_habitat,Suarez et al. 1997,other,species,facultative,TRUE,3.6,2.5,84,40,2,2.5,,,,,,,,
md_1064,NMR6JN8N,mean_diff,1140,mean_difference,categorical,nest_success,Daily percent predation rate (Section II),daily_survival,,,,Gradual edge,Abrupt edge,indigo_bunting,-1,apples,0,,,edge_and_shrub_habitat,Suarez et al. 1997,other,species,facultative,TRUE,4.3,18.2,47,6,3,15.8,,,,,,,,
md_1065,TY9UGHCS,mean_diff,1141,mean_difference,categorical,abundance,abundance (birds/point),,,,,Edge,Interior,american_crow,1,apples,0,,,edge_and_shrub_habitat,Valentine et al. 2019,other,species,facultative,TRUE,0.25,0.04,2,2,0.53,0.2,,,,,,,,
md_1066,TY9UGHCS,mean_diff,1142,mean_difference,categorical,abundance,abundance (birds/point),,,,,Edge,Interior,blue_jay,1,apples,0,,,edge_and_shrub_habitat,Valentine et al. 2019,other,species,woodland,FALSE,1.46,0.67,2,2,0.93,0.76,,,,,,,,
md_1067,TY9UGHCS,mean_diff,1143,mean_difference,categorical,abundance,abundance (birds/point),,,,,Edge,Interior,common_grackle,1,apples,0,,,edge_and_shrub_habitat,Valentine et al. 2019,other,species,facultative,TRUE,0,0.04,2,2,0,0.2,,,,,,,,
md_1068,GS4TG5A4,mean_diff,1144,mean_difference,categorical,abundance,density (birds/km^2),,,,,Recently burned patches,Unburned patches,lark_bunting,1,apples,0,,Traced from plot,prescribed_fire,Augustine and Derner 2015,great_plains,species,obligate,TRUE,23.4633,76.2559,3,6,,,6.7395,5.6162,,,,,,
md_1069,GS4TG5A4,mean_diff,1145,mean_difference,categorical,abundance,density (birds/km^2),,,,,Recently burned patches,Unburned patches,horned_lark,1,apples,0,,Traced from plot,prescribed_fire,Augustine and Derner 2015,great_plains,species,obligate,TRUE,27.3795,31.49,3,6,,,1.9931,1.6042,,,,,,
md_1070,GS4TG5A4,mean_diff,1146,mean_difference,categorical,abundance,density (birds/km^2),,,,,Recently burned patches,Unburned patches,western_meadowlark,1,apples,0,,Traced from plot,prescribed_fire,Augustine and Derner 2015,great_plains,species,obligate,TRUE,3.8542,10.6659,3,6,,,1.56,1.3252,,,,,,
md_1071,GS4TG5A4,mean_diff,1147,mean_difference,categorical,abundance,density (birds/km^2),,,,,Recently burned patches,Unburned patches,mccowns_longspur,1,apples,0,,Traced from plot; upper and lower error bars were not symmetrical for treatment,prescribed_fire,Augustine and Derner 2015,great_plains,species,obligate,TRUE,21.9008,8.4561,3,6,,,11.955,4.0725,,,,,,
md_1072,GS4TG5A4,mean_diff,1148,mean_difference,categorical,abundance,density (birds/km^2),,,,,Recently burned patches,Unburned patches,grasshopper_sparrow,1,apples,0,,Traced from plot,prescribed_fire,Augustine and Derner 2015,great_plains,species,obligate,TRUE,0,6.5079,3,6,,,0,1.4796,,,,,,
md_1073,GS4TG5A4,mean_diff,1149,mean_difference,categorical,abundance,density (birds/km^2),,,,,Recently burned patches,Unburned patches,mountain_plover,1,apples,0,,Traced from plot,prescribed_fire,Augustine and Derner 2015,great_plains,species,obligate,TRUE,6.4704,0,3,6,,,0.7666,0,,,,,,
md_1074,W9HAEBRV,mean_diff,1150,mean_difference,categorical,abundance,Number of territories,,,,,Extensively grazed pastures,Intensively grazed pastures,grassland_species,1,apples,0,,"Traced from plot; extensive and intensive represent low and high grazing pressure, respectively",reduce_grazing_intensity,Batáry et al. 2007,europe,guild,facultative,TRUE,19.4113,10.1848,21,21,,,6.9606,3.4806,,,,,,
md_1075,FE9EGUNZ,mean_diff,1151,mean_difference,categorical,abundance,abundance,,,,,organic (2003),conventionional (2003),all_species,1,apples,0,,Traced from plot,eliminate_pesticides,Bouvier et al. 2011,europe,aggregate,,TRUE,43.5737,14.3705,5,5,,,3.2073,2.9112,,,,,,
md_1076,FE9EGUNZ,mean_diff,1152,mean_difference,categorical,abundance,abundance,,,,,organic (2004),conventionional (2004),all_species,1,apples,0,,Traced from plot,eliminate_pesticides,Bouvier et al. 2011,europe,aggregate,,TRUE,49.0177,18.6303,5,5,,,4.1941,3.75,,,,,,
md_1077,FE9EGUNZ,mean_diff,1153,mean_difference,categorical,abundance,abundance,,,,,organic (2005),conventionional (2005),all_species,1,apples,0,,Traced from plot,eliminate_pesticides,Bouvier et al. 2011,europe,aggregate,,TRUE,45.2842,15.3408,5,5,,,4.8848,2.3684,,,,,,
md_1078,FE9EGUNZ,mean_diff,1154,mean_difference,categorical,species_richness,species_richness,,,,,organic (2003),conventionional (2003),all_species,1,apples,0,,Traced from plot,eliminate_pesticides,Bouvier et al. 2011,europe,aggregate,,TRUE,23.2625,9.3184,5,5,,,1.1826,1.138,,,,,,
md_1079,FE9EGUNZ,mean_diff,1155,mean_difference,categorical,species_richness,species_richness,,,,,organic (2004),conventionional (2004),all_species,1,apples,0,,Traced from plot,eliminate_pesticides,Bouvier et al. 2011,europe,aggregate,,TRUE,24.8281,10.1477,5,5,,,1.1602,1.1602,,,,,,
md_1080,FE9EGUNZ,mean_diff,1156,mean_difference,categorical,species_richness,species_richness,,,,,organic (2005),conventionional (2005),all_species,1,apples,0,,Traced from plot,eliminate_pesticides,Bouvier et al. 2011,europe,aggregate,,TRUE,22.7344,8.768,5,5,,,1.1602,1.138,,,,,,
md_1081,FE9EGUNZ,mean_diff,1157,mean_difference,categorical,abundance,abundance,,,,,organic,conventionional,insectivores,1,apples,0,,Traced from plot,eliminate_pesticides,Bouvier et al. 2011,europe,guild,other,TRUE,23.5516,7.133,5,5,,,1.5491,0.6663,,,,,,
md_1082,FE9EGUNZ,mean_diff,1158,mean_difference,categorical,abundance,abundance,,,,,organic,conventionional,granivores,1,apples,0,,Traced from plot,eliminate_pesticides,Bouvier et al. 2011,europe,guild,other,TRUE,13.2724,7.0647,5,5,,,1.5657,1.0994,,,,,,
md_1083,QX25INTP,mean_diff,1159,mean_difference,categorical,nest_success,daily survival rate,daily_survival,,,,Rotational grazing,Pre-treatment,red_winged_blackbird,1,apples,0,,Traced from plot,rotational_grazing,Buckley et al. 2022,southeast_us,species,facultative,TRUE,0.9435,0.9775,14,18,,,0.009993,0.019,,,,,,
md_1084,QX25INTP,mean_diff,1160,mean_difference,categorical,nest_success,daily survival rate,daily_survival,,,,Rotational grazing,Pre-treatment,field_sparrow,1,apples,0,,Traced from plot,rotational_grazing,Buckley et al. 2022,southeast_us,species,facultative,TRUE,0.9455,0.954,56,41,,,0.0111,0.028,,,,,,
md_1085,QX25INTP,mean_diff,1161,mean_difference,categorical,nest_success,daily survival rate,daily_survival,,,,Rotational grazing,Pre-treatment,indigo_bunting,1,apples,0,,Traced from plot,rotational_grazing,Buckley et al. 2022,southeast_us,species,facultative,TRUE,0.9327,0.9231,8,13,,,0.0099937,0.024,,,,,,
md_1086,QX25INTP,mean_diff,1162,mean_difference,categorical,nest_success,daily survival rate,daily_survival,,,,Patch-burn grazed,Pre-treatment,field_sparrow,1,oranges,0,,Consider changing the bmp or dropping; Traced from plot; Could migrate to patch-burn vs. rotation grazing with a new trace,rotational_grazing,Buckley et al. 2022,southeast_us,species,facultative,TRUE,0.9239,0.954,84,41,,,0.0202,0.028,,,,,,
md_1087,QX25INTP,mean_diff,1163,mean_difference,categorical,nest_success,daily survival rate,daily_survival,,,,Patch-burn grazed,Pre-treatment,indigo_bunting,1,oranges,0,,Traced from plot,rotational_grazing,Buckley et al. 2022,southeast_us,species,facultative,TRUE,0.9327,0.9231,23,13,,,0.0079947,0.024,,,,,,
md_1088,QX25INTP,mean_diff,1164,mean_difference,categorical,nest_success,Percent nest_success,period_survival,,,,Rotational grazing,Pre-treatment,red_winged_blackbird,1,apples,0,,Traced from plot,rotational_grazing,Buckley et al. 2022,southeast_us,species,facultative,TRUE,27.7012,60.5786,14,18,,,4.5762,5.3215,,,,,,
md_1089,QX25INTP,mean_diff,1165,mean_difference,categorical,nest_success,Percent nest_success,period_survival,,,,Rotational grazing,Pre-treatment,field_sparrow,1,apples,0,,Traced from plot,rotational_grazing,Buckley et al. 2022,southeast_us,species,facultative,TRUE,42.9747,49.0299,56,41,,,5.7466,5.4275,,,,,,
md_1090,QX25INTP,mean_diff,1166,mean_difference,categorical,nest_success,Percent nest_success,period_survival,,,,Rotational grazing,Pre-treatment,indigo_bunting,1,apples,0,,Traced from plot,rotational_grazing,Buckley et al. 2022,southeast_us,species,facultative,TRUE,26.4236,21.7283,8,13,,,6.1722,4.8936,,,,,,
md_1091,QX25INTP,mean_diff,1167,mean_difference,categorical,nest_success,Percent nest_success,period_survival,,,,Patch-burn grazed,Pre-treatment,field_sparrow,1,oranges,0,,Consider changing the bmp or dropping; Traced from plot,rotational_grazing,Buckley et al. 2022,southeast_us,species,facultative,TRUE,30.3206,49.0299,84,41,,,7.3432,5.4275,,,,,,
md_1092,QX25INTP,mean_diff,1168,mean_difference,categorical,nest_success,Percent nest_success,period_survival,,,,Patch-burn grazed,Pre-treatment,indigo_bunting,1,oranges,0,,Traced from plot,rotational_grazing,Buckley et al. 2022,southeast_us,species,facultative,TRUE,26.3288,21.7283,23,13,,,9.0462,4.8936,,,,,,
md_1093,2WJYSYDE,mean_diff,1169,mean_difference,categorical,abundance,abundance,,,,,Holistic resource managment,Continuous grazing,grassland_obligates,1,apples,0,,"Traced from plot; Holistic resource management is defined as frequent rotation, long rest periods, and high stocking density",rotational_grazing,Cassidy and Kleppel 2017,other,guild,obligate,TRUE,2.1172,0.4183,13,4,,,0.3997,0.3997,,,,,,
md_1094,2WJYSYDE,mean_diff,1170,mean_difference,categorical,abundance,abundance,,,,,Holistic resource managment,Continuous grazing,savannah_sparrow,1,apples,0,,"Traced from plot; Holistic resource management is defined as frequent rotation, long rest periods, and high stocking density",rotational_grazing,Cassidy and Kleppel 2017,other,species,obligate,TRUE,1.1444,0.1636,13,4,,,0.2404,0.1543,,,,,,
md_1095,2WJYSYDE,mean_diff,1171,mean_difference,categorical,abundance,abundance,,,,,Holistic resource managment,Continuous grazing,bobolink,1,apples,0,,"Traced from plot; Holistic resource management is defined as frequent rotation, long rest periods, and high stocking density",rotational_grazing,Cassidy and Kleppel 2017,other,species,obligate,TRUE,0.9003,0.2533,13,4,,,0.3445,0.2404,,,,,,
md_1096,2WJYSYDE,mean_diff,1172,mean_difference,categorical,abundance,abundance,,,,,Holistic resource managment,Continuous grazing,eastern_meadowlark,1,apples,0,,"Traced from plot; Holistic resource management is defined as frequent rotation, long rest periods, and high stocking density",rotational_grazing,Cassidy and Kleppel 2017,other,species,obligate,TRUE,0.0685,0,13,4,,,0.0689,0,,,,,,
md_1097,2WJYSYDE,mean_diff,1173,mean_difference,categorical,abundance,abundance,,,,,Holistic resource managment,Continuous grazing,killdeer,1,apples,0,,"Traced from plot; Holistic resource management is defined as frequent rotation, long rest periods, and high stocking density",rotational_grazing,Cassidy and Kleppel 2017,other,species,facultative,TRUE,0,0.2511,13,4,,,0,0.1295,,,,,,
md_1098,ECUBV53L,mean_diff,1174,mean_difference,categorical,abundance,abundance (individuals/100 ha),,,,,CP2 (NWSG) fields,CP1 (CSG) fields,dickcissel,1,apples,0,,Traced from plot,plant_nwsg,Delisle and Savidge 1997,great_plains,species,obligate,TRUE,198.6758,135.9061,5,5,,,28.3834,28.111,,,,,,
md_1099,ECUBV53L,mean_diff,1175,mean_difference,categorical,abundance,abundance (individuals/100 ha),,,,,CP2 (NWSG) fields,CP1 (CSG) fields,grasshopper_sparrow,1,apples,0,,Traced from plot,plant_nwsg,Delisle and Savidge 1997,great_plains,species,obligate,TRUE,40.7762,62.3401,5,5,,,18.0128,11.1896,,,,,,
md_1100,ECUBV53L,mean_diff,1176,mean_difference,categorical,abundance,abundance (individuals/100 ha),,,,,CP2 (NWSG) fields,CP1 (CSG) fields,common_yellowthroat,1,apples,0,,Traced from plot,plant_nwsg,Delisle and Savidge 1997,great_plains,species,facultative,TRUE,27.6634,0,5,5,,,7.6416,0,,,,,,
