key,paper,bmp,response_class,Treatment,Control,response_var,species,error_class,xbar_e,n_e,sd_e,se_e,lcl_e,ucl_e,xbar_c,n_c,sd_c,se_c,lcl_c,ucl_c,notes
5SEWHNW8,Valente et al. 2019,remove_non-native_species,occupancy,Removal of Russian olive,No removal of Russian olive,occupancy,willow_flycatcher,confidence_intervals,0.02,27,NA,NA,0,0.13,0.02,27,NA,NA,0,0.14,NA
5SEWHNW8,Valente et al. 2019,remove_non-native_species,occupancy,Removal of Russian olive,No removal of Russian olive,occupancy,yellow_rumped_warbler,confidence_intervals,0.01,27,NA,NA,0,0.07,0.03,27,NA,NA,0,0.14,NA
5SEWHNW8,Valente et al. 2019,remove_non-native_species,occupancy,Removal of Russian olive,No removal of Russian olive,occupancy,common_raven,confidence_intervals,0.02,27,NA,NA,0,0.09,0.02,27,NA,NA,0,0.12,NA
5SEWHNW8,Valente et al. 2019,remove_non-native_species,occupancy,Removal of Russian olive,No removal of Russian olive,occupancy,white_crowned_sparrow,confidence_intervals,0.02,27,NA,NA,0,0.1,0.02,27,NA,NA,0,0.13,NA
5SEWHNW8,Valente et al. 2019,remove_non-native_species,occupancy,Removal of Russian olive,No removal of Russian olive,occupancy,brewers_blackbird,confidence_intervals,0.02,27,NA,NA,0,0.09,0.02,27,NA,NA,0,0.13,NA
5SEWHNW8,Valente et al. 2019,remove_non-native_species,occupancy,Removal of Russian olive,No removal of Russian olive,occupancy,dark_eyed_junco,confidence_intervals,0.01,27,NA,NA,0,0.08,0.02,27,NA,NA,0,0.12,NA
5SEWHNW8,Valente et al. 2019,remove_non-native_species,occupancy,Removal of Russian olive,No removal of Russian olive,occupancy,says_phoebe,confidence_intervals,0.02,27,NA,NA,0,0.08,0.02,27,NA,NA,0,0.13,NA
597YV2YF,Van Dyke et al. 2004,Prescribed fire,species_richness,Burned,Mowed,species_richness,edge_species,standard_error,16.25,4,NA,1.15,NA,NA,16.25,4,NA,1.63,NA,NA,NA
597YV2YF,Van Dyke et al. 2004,Prescribed fire,species_richness,Burned,Untreated,species_richness,edge_species,standard_error,16.25,4,NA,1.15,NA,NA,13,4,NA,1.4,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (Year of burn),Unburned sites,density (males/10 ha),american_goldfinch,standard_error,0.4,5,NA,0.3,NA,NA,0.1,5,NA,0.1,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (Year of burn),Unburned sites,density (males/10 ha),brown_headed_cowbird,standard_error,0.1,5,NA,0.1,NA,NA,0,5,NA,0,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (Year of burn),Unburned sites,density (males/10 ha),common_yellowthroat,standard_error,2.1,5,NA,0.9,NA,NA,4.9,5,NA,1,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (Year of burn),Unburned sites,density (males/10 ha),dickcissel,standard_error,4.3,5,NA,1.3,NA,NA,1.9,5,NA,1.2,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (Year of burn),Unburned sites,density (males/10 ha),eastern_kingbird,standard_error,0.2,5,NA,0.1,NA,NA,0.1,5,NA,0.1,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (Year of burn),Unburned sites,density (males/10 ha),field_sparrow,standard_error,2.5,5,NA,0.8,NA,NA,5.8,5,NA,1.3,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (Year of burn),Unburned sites,density (males/10 ha),grasshopper_sparrow,standard_error,0.2,5,NA,0.2,NA,NA,0.2,5,NA,0.2,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (Year of burn),Unburned sites,density (males/10 ha),northern_bobwhite,standard_error,0.2,5,NA,0.1,NA,NA,0.2,5,NA,0.1,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (Year of burn),Unburned sites,density (males/10 ha),red_winged_blackbird,standard_error,1.6,5,NA,0.8,NA,NA,0.9,5,NA,0.6,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (Year of burn),Unburned sites,density (males/10 ha),ring_necked_pheasant,standard_error,0.3,5,NA,0.1,NA,NA,0.2,5,NA,0.1,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (Year of burn),Unburned sites,density (males/10 ha),vesper_sparrow,standard_error,0.3,5,NA,0.3,NA,NA,0.3,5,NA,0.3,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (Year of burn),Unburned sites,density (males/10 ha),western_meadowlark,standard_error,0.1,5,NA,0.1,NA,NA,0.1,5,NA,0.1,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (Year of burn),Unburned sites,density (males/10 ha),all_species,standard_error,13,5,NA,2.5,NA,NA,15,5,NA,1.7,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (1-year post-burn),Unburned sites,density (males/10 ha),american_goldfinch,standard_error,2.1,5,NA,0.7,NA,NA,1.9,5,NA,0.5,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (1-year post-burn),Unburned sites,density (males/10 ha),brown_headed_cowbird,standard_error,1.7,5,NA,0.5,NA,NA,2.4,5,NA,1,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (1-year post-burn),Unburned sites,density (males/10 ha),common_yellowthroat,standard_error,16.4,5,NA,4,NA,NA,17,5,NA,7.3,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (1-year post-burn),Unburned sites,density (males/10 ha),dickcissel,standard_error,3.2,5,NA,1.1,NA,NA,2.6,5,NA,0.8,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (1-year post-burn),Unburned sites,density (males/10 ha),eastern_kingbird,standard_error,0.9,5,NA,0.2,NA,NA,2.3,5,NA,0.6,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (1-year post-burn),Unburned sites,density (males/10 ha),field_sparrow,standard_error,5,5,NA,0.9,NA,NA,10.1,5,NA,2.6,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (1-year post-burn),Unburned sites,density (males/10 ha),grasshopper_sparrow,standard_error,0.2,5,NA,0.1,NA,NA,0,5,NA,0,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (1-year post-burn),Unburned sites,density (males/10 ha),northern_bobwhite,standard_error,0.8,5,NA,0.3,NA,NA,0.7,5,NA,0.3,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (1-year post-burn),Unburned sites,density (males/10 ha),red_winged_blackbird,standard_error,2.4,5,NA,0.9,NA,NA,2.4,5,NA,2,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (1-year post-burn),Unburned sites,density (males/10 ha),ring_necked_pheasant,standard_error,1.7,5,NA,0.5,NA,NA,1.7,5,NA,0.4,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (1-year post-burn),Unburned sites,density (males/10 ha),vesper_sparrow,standard_error,0.2,5,NA,0.2,NA,NA,1.7,5,NA,1,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (1-year post-burn),Unburned sites,density (males/10 ha),western_meadowlark,standard_error,0.5,5,NA,0.5,NA,NA,0.1,5,NA,0.1,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (1-year post-burn),Unburned sites,density (males/10 ha),all_species,standard_error,35.6,5,NA,6.6,NA,NA,43,5,NA,8.2,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (2-years post-burn),Unburned sites,density (males/10 ha),american_goldfinch,standard_error,2.3,5,NA,0.9,NA,NA,3.1,5,NA,0.8,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (2-years post-burn),Unburned sites,density (males/10 ha),brown_headed_cowbird,standard_error,1.4,5,NA,0.4,NA,NA,1.5,5,NA,0.3,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (2-years post-burn),Unburned sites,density (males/10 ha),common_yellowthroat,standard_error,9.6,5,NA,2.5,NA,NA,7.2,5,NA,1.7,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (2-years post-burn),Unburned sites,density (males/10 ha),dickcissel,standard_error,1.9,5,NA,0.3,NA,NA,2,5,NA,1.2,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (2-years post-burn),Unburned sites,density (males/10 ha),eastern_kingbird,standard_error,0.8,5,NA,0.3,NA,NA,0.6,5,NA,0.2,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (2-years post-burn),Unburned sites,density (males/10 ha),field_sparrow,standard_error,3.8,5,NA,0.6,NA,NA,7,5,NA,2.2,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (2-years post-burn),Unburned sites,density (males/10 ha),grasshopper_sparrow,standard_error,0.3,5,NA,0.2,NA,NA,0.1,5,NA,0.1,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (2-years post-burn),Unburned sites,density (males/10 ha),northern_bobwhite,standard_error,1.4,5,NA,0.3,NA,NA,0.4,5,NA,0.1,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (2-years post-burn),Unburned sites,density (males/10 ha),red_winged_blackbird,standard_error,1.2,5,NA,0.7,NA,NA,1,5,NA,1,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (2-years post-burn),Unburned sites,density (males/10 ha),ring_necked_pheasant,standard_error,2,5,NA,0.6,NA,NA,0.2,5,NA,0.1,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (2-years post-burn),Unburned sites,density (males/10 ha),vesper_sparrow,standard_error,0.3,5,NA,0.1,NA,NA,0.1,5,NA,0.1,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (2-years post-burn),Unburned sites,density (males/10 ha),western_meadowlark,standard_error,0.2,5,NA,0.2,NA,NA,0,5,NA,0,NA,NA,NA
IWRX5UBB,Van Dyke et al. 2006,prescribed_fire,abundance,Burned sites (2-years post-burn),Unburned sites,density (males/10 ha),all_species,standard_error,25.8,5,NA,3.9,NA,NA,23.6,5,NA,3.6,NA,NA,NA
U5V9ZZEH,Verheijen et al. 2022,prescribed_fire,nest_success,Patch-burn graze,Annually burned and grazed,nest survival,eastern_meadowlark,standard_error,0.165,118,NA,0.035,NA,NA,0.077,20,NA,0.05,NA,NA,NA
U5V9ZZEH,Verheijen et al. 2022,prescribed_fire,nest_success,Patch-burn graze,Annually burned and ungrazed,nest survival,eastern_meadowlark,standard_error,0.165,118,NA,0.035,NA,NA,0.632,9,NA,0.205,NA,NA,NA
PH3S49AI,Walk and Warner 2000,Plant native warm season grasses (NWSGs) and wildflowers,abundance,Grazed WSG fields,Grazed CSG fields,abundance,eastern_meadowlark,standard_error,5.59,8,NA,0.42,NA,NA,4.53,8,NA,0.81,NA,NA,NA
PYTISVJ6,Warren and Anderson 2005,Delay hay,nest_success,Unmowed field,Mowed field,nest_success,grassland_species,standard_error,0.22,33,NA,0.02,NA,NA,0.4,28,NA,0.15,NA,NA,"Species were grouped due to small sample sizes, but they were obligate or facultative grassland species. Fields were mowed prior to the nesting period."
F8XKUC3R,Washburn and Begier 2024,prescribed_fire,abundance,Prescribed burn,Untreated control,abundance,eastern_meadowlark,standard_error,2.24,3,NA,0.29,NA,NA,1.7,3,NA,0.24,NA,NA,NA
F8XKUC3R,Washburn and Begier 2024,prescribed_fire,abundance,Prescribed burn,Untreated control,abundance,song_sparrow,standard_error,1.01,3,NA,0.24,NA,NA,0.28,3,NA,0.09,NA,NA,NA
F8XKUC3R,Washburn and Begier 2024,prescribed_fire,abundance,Prescribed burn,Untreated control,abundance,killdeer,standard_error,0.18,3,NA,0.06,NA,NA,0.03,3,NA,0.02,NA,NA,NA
F8XKUC3R,Washburn and Begier 2024,prescribed_fire,abundance,Prescribed burn,Untreated control,abundance,mourning_dove,standard_error,0.01,3,NA,0.01,NA,NA,0.02,3,NA,0.02,NA,NA,NA
F8XKUC3R,Washburn and Begier 2024,prescribed_fire,abundance,Prescribed burn,Untreated control,abundance,horned_lark,standard_error,0.21,3,NA,0.11,NA,NA,0.04,3,NA,0.04,NA,NA,NA
F8XKUC3R,Washburn and Begier 2024,prescribed_fire,abundance,Prescribed burn,Untreated control,abundance,northern_bobwhite,standard_error,0.15,3,NA,0.07,NA,NA,0.09,3,NA,0.04,NA,NA,NA
F8XKUC3R,Washburn and Begier 2024,prescribed_fire,abundance,Prescribed burn,Untreated control,abundance,brown_headed_cowbird,standard_error,0.1,3,NA,0.07,NA,NA,0.06,3,NA,0.04,NA,NA,NA
F8XKUC3R,Washburn and Begier 2024,prescribed_fire,abundance,Prescribed burn,Untreated control,abundance,red_winged_blackbird,standard_error,0.09,3,NA,0.06,NA,NA,0.03,3,NA,0.03,NA,NA,NA
F8XKUC3R,Washburn and Begier 2024,prescribed_fire,abundance,Prescribed burn,Untreated control,abundance,all_species,standard_error,4.54,3,NA,0.47,NA,NA,2.66,3,NA,0.29,NA,NA,NA
UZIU38JN,Palacio 2024,summer_pasture_stockpiling,abundance,Rotational grazing,Grazed and burned fields,abundance,all_species,confidence_intervals,10.6,8,NA,NA,4.8,22,4.5,4,NA,NA,1.9,9,Weird treatments but it might be usable
UZIU38JN,Palacio 2024,summer_pasture_stockpiling,species_richness,Rotational grazing,Grazed and burned fields,species_richness,all_species,confidence_intervals,42.3,8,NA,NA,39,45.7,19.5,4,NA,NA,17.5,21.5,Weird treatments but it might be usable
UZIU38JN,Palacio 2024,prescribed_fire,abundance,Grazed and burned fields,No burning or grazing,abundance,all_species,confidence_intervals,4.5,4,NA,NA,1.9,9,4.4,4,NA,NA,2.8,6.4,NA
UZIU38JN,Palacio 2024,prescribed_fire,species_richness,Grazed and burned fields,No burning or grazing,species_richness,all_species,confidence_intervals,19.5,4,NA,NA,17.5,21.5,23.2,4,NA,NA,20.3,26.2,NA
XW78AT45,Perkins et al. 2003,edge_and_shrub_habitat,abundance,Plots with the center of the plot less than 400 m from edge,Plots with the center of the plot more than 400 m from edge,territories/10 ha,grasshopper_sparrow,standard_error,1.34,29,NA,0.23,NA,NA,2.95,30,NA,0.21,NA,NA,Delta/OQ site
XW78AT45,Perkins et al. 2003,edge_and_shrub_habitat,abundance,Plots with the center of the plot less than 400 m from edge,Plots with the center of the plot more than 400 m from edge,territories/10 ha,grasshopper_sparrow,standard_error,2.64,46,NA,0.29,NA,NA,3.68,20,NA,0.31,NA,NA,Three lakes site
XW78AT45,Perkins et al. 2003,edge_and_shrub_habitat,abundance,Plots with the center of the plot less than 400 m from edge,Plots with the center of the plot more than 400 m from edge,territories/10 ha,bachmans_sparrow,standard_error,1.13,29,NA,0.19,NA,NA,1.37,30,NA,0.19,NA,NA,Delta/OQ site
XW78AT45,Perkins et al. 2003,edge_and_shrub_habitat,abundance,Plots with the center of the plot less than 400 m from edge,Plots with the center of the plot more than 400 m from edge,territories/10 ha,bachmans_sparrow,standard_error,2.5,26,NA,0.18,NA,NA,2.62,20,NA,0.14,NA,NA,Three lakes site
FIB2A7IN,Perlut et al. 2008,delay_hay,survival,Late hay,Early hay,male survival,savannah_sparrow,standard_error,0.78,55,NA,0.03,NA,NA,0.64,73,NA,0.09,NA,NA,NA
FIB2A7IN,Perlut et al. 2008,delay_hay,survival,Late hay,Early hay,female survival,savannah_sparrow,standard_error,0.65,65,NA,0.07,NA,NA,0.48,81,NA,0.11,NA,NA,NA
FIB2A7IN,Perlut et al. 2008,delay_hay,survival,Late hay,Early hay,male survival,bobolink,standard_error,0.63,54,NA,0.08,NA,NA,0.43,38,NA,0.11,NA,NA,NA
FIB2A7IN,Perlut et al. 2008,delay_hay,survival,Late hay,Early hay,female survival,bobolink,standard_error,0.46,83,NA,0.11,NA,NA,0.27,52,NA,0.09,NA,NA,NA
E2DZAQQ4,Perlut et al. 2008b,delay_hay,nest_success,Late hay,Early hay,annual productivity (# female young/female/year),savannah_sparrow,standard_error,1.4,152,NA,0.18,NA,NA,0.65,289,NA,0.07,NA,NA,NA
E2DZAQQ4,Perlut et al. 2008b,delay_hay,nest_success,Late hay,Early hay,annual productivity (# female young/female/year),bobolink,standard_error,1.4,162,NA,0.11,NA,NA,0.02,41,NA,0.02,NA,NA,NA
LVS3NMPI,Perlut et al. 2011,delay_hay,nest_success,Late hay,"Hayed before 2 June, then again 65 days later",Fledglings per female per year,bobolink,standard_deviation,3.37,76,2.12,NA,NA,NA,2.83,88,1.61,NA,NA,NA,NA
5UK425N9,Powell and Busby 2013,prescribed_fire,species_richness,Burned idle fields,Unburned idle fields,species_richness,all_species,standard_error,7.7,15,NA,0.49,NA,NA,8.8,15,NA,0.76,NA,NA,NA
5UK425N9,Powell and Busby 2013,prescribed_fire,species_richness,Burned idle fields,Unburned idle fields,shannon diversity,all_species,standard_error,1.8,15,NA,0.05,NA,NA,1.8,15,NA,0.09,NA,NA,NA
5UK425N9,Powell and Busby 2013,prescribed_fire,abundance,Burned idle fields,Unburned idle fields,density (individuals/ha),dickcissel,standard_error,0.58,15,NA,0.073,NA,NA,0.92,15,NA,0.085,NA,NA,NA
5UK425N9,Powell and Busby 2013,prescribed_fire,abundance,Burned idle fields,Unburned idle fields,density (individuals/ha),grasshopper_sparrow,standard_error,0.29,15,NA,0.065,NA,NA,0.48,15,NA,0.044,NA,NA,NA
5UK425N9,Powell and Busby 2013,prescribed_fire,abundance,Burned idle fields,Unburned idle fields,density (individuals/ha),eastern_meadowlark,standard_error,0.61,15,NA,0.035,NA,NA,0.61,15,NA,0.062,NA,NA,NA
DTKILVPL,Swengel and Swengel 2001,prescribed_fire,abundance,Patch-burned light litter,Patch-hayed light litter,abundance (individuals/km),henslows_sparrow,standard_deviation,2.49,13,3.28,NA,NA,NA,6.82,17,6.59,NA,NA,NA,NA
DTKILVPL,Swengel and Swengel 2001,prescribed_fire,abundance,Patch-burned medium litter,Patch-hayed medium litter,abundance (individuals/km),henslows_sparrow,standard_deviation,2.72,15,4.94,NA,NA,NA,10.74,126,11.87,NA,NA,NA,NA
DTKILVPL,Swengel and Swengel 2001,prescribed_fire,abundance,Patch-burned heavy litter,Patch-hayed heavy litter,abundance (individuals/km),henslows_sparrow,standard_deviation,4.27,9,8.93,NA,NA,NA,15.78,99,10.58,NA,NA,NA,NA
DTKILVPL,Swengel and Swengel 2001,prescribed_fire,abundance,Patch-burned light litter,Patch-hayed light litter,abundance (individuals/km),grasshopper_sparrow,standard_deviation,2.02,13,2.06,NA,NA,NA,4.98,17,5.33,NA,NA,NA,NA
DTKILVPL,Swengel and Swengel 2001,prescribed_fire,abundance,Patch-burned medium litter,Patch-hayed medium litter,abundance (individuals/km),grasshopper_sparrow,standard_deviation,0.21,15,0.8,NA,NA,NA,5.46,126,5.59,NA,NA,NA,NA
DTKILVPL,Swengel and Swengel 2001,prescribed_fire,abundance,Patch-burned heavy litter,Patch-hayed heavy litter,abundance (individuals/km),grasshopper_sparrow,standard_deviation,0,9,0,NA,NA,NA,1.56,99,2.6,NA,NA,NA,NA
DTKILVPL,Swengel and Swengel 2001,prescribed_fire,abundance,Patch-burned light litter,Patch-hayed light litter,abundance (individuals/km),dickcissel,standard_deviation,11.58,13,5,NA,NA,NA,12.64,17,6.59,NA,NA,NA,NA
DTKILVPL,Swengel and Swengel 2001,prescribed_fire,abundance,Patch-burned medium litter,Patch-hayed medium litter,abundance (individuals/km),dickcissel,standard_deviation,7.68,15,7.11,NA,NA,NA,10.48,126,7.44,NA,NA,NA,NA
DTKILVPL,Swengel and Swengel 2001,prescribed_fire,abundance,Patch-burned heavy litter,Patch-hayed heavy litter,abundance (individuals/km),dickcissel,standard_deviation,9.83,9,6.39,NA,NA,NA,11.55,99,7.16,NA,NA,NA,NA
RNPH5E8K,Swicegood et al. 2023,plant_nwsg,abundance,Native sites,Crop sites,abundance (2020),mccowns_longspur,standard_deviation,4.2,22,3.3,NA,NA,NA,5.4,24,4.4,NA,NA,NA,NA
RNPH5E8K,Swicegood et al. 2023,plant_nwsg,abundance,Native sites,Crop sites,abundance (2021),mccowns_longspur,standard_deviation,3.2,25,2.3,NA,NA,NA,3.8,25,3.2,NA,NA,NA,NA
RNPH5E8K,Swicegood et al. 2023,plant_nwsg,nest_success,Native sites,Crop sites,Number of young fledged per successful nest,mccowns_longspur,standard_deviation,2.8,129,0.9,NA,NA,NA,3,111,1.1,NA,NA,NA,NA
43J4RKSJ,Vold et al. 2019,summer_pasture_stockpiling,abundance,Summer rotation grazing,Season long grazing,abundance,vesper_sparrow,standard_error,0.25,190,NA,0.1,NA,NA,-0.17,120,NA,0.14,NA,NA,NA
CZREXXY9,Broyer et al. 2020,delay_hay,abundance,Late mow,Early mow,territories,whinchat,standard_deviation,25.3,4,10.2,NA,NA,NA,7.9,2,3.8,NA,NA,NA,NA
CZREXXY9,Broyer et al. 2020,delay_hay,abundance,Late mow,Early mow,territories,corn_bunting,standard_deviation,21.4,4,6.4,NA,NA,NA,12.9,2,3.8,NA,NA,NA,NA
RZ8PLSVX,Best et al. 1990,edge_and_shrub_habitat,species_richness,Edge,Field center,species_richness (Iowa),all_species,standard_deviation,15,9,3.6,NA,NA,NA,11.3,9,4.6,NA,NA,NA,NA
RZ8PLSVX,Best et al. 1990,edge_and_shrub_habitat,abundance,Edge,Field center,abundance (birds/100 ha) (Iowa),all_species,standard_deviation,408.4,9,102.9,NA,NA,NA,22.5,9,13.5,NA,NA,NA,NA
RZ8PLSVX,Best et al. 1990,edge_and_shrub_habitat,species_richness,Edge,Field center,species_richness (Illinois),all_species,standard_deviation,34.3,9,3.8,NA,NA,NA,9.3,9,2.3,NA,NA,NA,NA
RZ8PLSVX,Best et al. 1990,edge_and_shrub_habitat,abundance,Edge,Field center,abundance (birds/100 ha) (Illinois),all_species,standard_deviation,3118.1,9,766.6,NA,NA,NA,21.3,9,13.4,NA,NA,NA,NA
DJXGBKZP,Conover et al. 2011b,edge_and_shrub_habitat,abundance,Wide buffer adjacent to edge,Narrow buffer adjacent to edge,nest density (nests/ha) (2003),red_winged_blackbird,confidence_intervals,12.5,7,NA,NA,-6.94,31.94,0.78,27,NA,NA,0.45,1.11,NA
DJXGBKZP,Conover et al. 2011b,edge_and_shrub_habitat,abundance,Wide buffer adjacent to edge,Narrow buffer adjacent to edge,nest density (nests/ha) (2004),red_winged_blackbird,confidence_intervals,14.47,11,NA,NA,-9.02,37.96,3.47,24,NA,NA,2.19,4.75,NA
DJXGBKZP,Conover et al. 2011b,edge_and_shrub_habitat,nest_success,Wide buffer adjacent to edge,Narrow buffer adjacent to edge,fledglings per successful nest,red_winged_blackbird,standard_error,2.49,51,NA,0.14,NA,NA,2.3,10,NA,0.34,NA,NA,NA
CXWJRPTX,Ellison et al. 2013,edge_and_shrub_habitat,abundance,Edge pre-tree row removal,Interior pre-tree row removal,Density (males/ha),bobolink,standard_error,0.449,3,NA,0.162,NA,NA,0.585,3,NA,0.324,NA,NA,NA
CXWJRPTX,Ellison et al. 2013,edge_and_shrub_habitat,abundance,Edge pre-tree row removal,Interior pre-tree row removal,Density (males/ha),eastern_meadowlark,standard_error,0.343,3,NA,0.166,NA,NA,0.12,3,NA,0.029,NA,NA,NA
CXWJRPTX,Ellison et al. 2013,edge_and_shrub_habitat,abundance,Edge pre-tree row removal,Interior pre-tree row removal,Density (males/ha),henslows_sparrow,standard_error,0.015,3,NA,0.015,NA,NA,0.206,3,NA,0.046,NA,NA,NA
CXWJRPTX,Ellison et al. 2013,edge_and_shrub_habitat,abundance,Edge pre-tree row removal,Interior pre-tree row removal,nest density (nests/ha),bobolink,standard_error,0.129,3,NA,0.065,NA,NA,0.249,3,NA,0.145,NA,NA,NA
CXWJRPTX,Ellison et al. 2013,edge_and_shrub_habitat,abundance,Edge pre-tree row removal,Interior pre-tree row removal,nest density (nests/ha),eastern_meadowlark,standard_error,0.148,3,NA,0.148,NA,NA,0.132,3,NA,0.093,NA,NA,NA
CXWJRPTX,Ellison et al. 2013,edge_and_shrub_habitat,abundance,Edge pre-tree row removal,Interior pre-tree row removal,nest density (nests/ha),henslows_sparrow,standard_error,0,3,NA,0,NA,NA,0.051,3,NA,0.051,NA,NA,NA
V8UPXK6I,Fleming and Giuliano 1998,edge_and_shrub_habitat,abundance,Border-edge cut,Uncut edge,abundance (individuals/100 m of edge),all_species,standard_error,7.69,12,NA,0.75,NA,NA,5.76,12,NA,0.55,NA,NA,Border-edge cuts are defined as transitional shrub zones ... the comparison is abrupt edge (see Table 2 and 3)
V8UPXK6I,Fleming and Giuliano 1998,edge_and_shrub_habitat,species_richness,Border-edge cut,Uncut edge,species_richness,all_species,standard_error,13.9,12,NA,0.9,NA,NA,14.6,12,NA,1.1,NA,NA,Border-edge cuts are defined as transitional shrub zones ... the comparison is abrupt edge (see Table 2 and 3)
V8UPXK6I,Fleming and Giuliano 1998,edge_and_shrub_habitat,nest_success,Border-edge cut,Uncut edge,DSR,all_species,standard_error,0.95,35,NA,0.01,NA,NA,0.8,25,NA,0.01,NA,NA,Border-edge cuts are defined as transitional shrub zones ... the comparison is abrupt edge (see Table 2 and 3)
V8UPXK6I,Fleming and Giuliano 1998,edge_and_shrub_habitat,nest_success,Border-edge cut,Uncut edge,Depredation rate,all_species,standard_error,0.47,35,NA,0.13,NA,NA,0.4,25,NA,0.1,NA,NA,Border-edge cuts are defined as transitional shrub zones ... the comparison is abrupt edge (see Table 2 and 3)
V8UPXK6I,Fleming and Giuliano 1998,edge_and_shrub_habitat,abundance,Border-edge cut,Uncut edge,Nest density,all_species,standard_error,3.9,12,NA,1.26,NA,NA,2.4,12,NA,0.45,NA,NA,Border-edge cuts are defined as transitional shrub zones ... the comparison is abrupt edge (see Table 2 and 3)
V8UPXK6I,Fleming and Giuliano 1998,edge_and_shrub_habitat,abundance,Border-edge cut,Uncut edge,Abundance,yellow_breasted_chat,standard_error,0.679,12,NA,0.152,NA,NA,0.042,12,NA,0.03,NA,NA,Border-edge cuts are defined as transitional shrub zones ... the comparison is abrupt edge (see Table 2 and 3)
V8UPXK6I,Fleming and Giuliano 1998,edge_and_shrub_habitat,abundance,Border-edge cut,Uncut edge,Abundance,common_yellowthroat,standard_error,0.847,12,NA,0.141,NA,NA,0.403,12,NA,0.119,NA,NA,Border-edge cuts are defined as transitional shrub zones ... the comparison is abrupt edge (see Table 2 and 3)
V8UPXK6I,Fleming and Giuliano 1998,edge_and_shrub_habitat,abundance,Border-edge cut,Uncut edge,Abundance,brown_headed_cowbird,standard_error,0.209,12,NA,0.077,NA,NA,0.014,12,NA,0.014,NA,NA,Border-edge cuts are defined as transitional shrub zones ... the comparison is abrupt edge (see Table 2 and 3)
